Community Name,Crime Category,Number of Records,Year,Incidents
MCKENZIE LAKE,Street Robbery,1,2012,2
MCKENZIE TOWNE,Street Robbery,1,2012,3
MEADOWLARK PARK,Street Robbery,1,2012,3
MERIDIAN,Street Robbery,1,2012,0
MIDNAPORE,Street Robbery,1,2012,2
MILLRISE,Street Robbery,1,2012,0
MISSION,Street Robbery,1,2012,3
MONTEREY PARK,Street Robbery,1,2012,1
MONTGOMERY,Street Robbery,1,2012,2
MOUNT PLEASANT,Street Robbery,1,2012,0
NEW BRIGHTON,Street Robbery,1,2012,0
NORTH GLENMORE PARK,Street Robbery,1,2012,0
NORTH HAVEN,Street Robbery,1,2012,0
NORTH HAVEN UPPER,Street Robbery,1,2012,0
NOSE HILL PARK,Street Robbery,1,2012,1
OAKRIDGE,Street Robbery,1,2012,0
OGDEN,Street Robbery,1,2012,6
OGDEN SHOPS,Street Robbery,1,2012,0
PALLISER,Street Robbery,1,2012,0
PANORAMA HILLS,Street Robbery,1,2012,0
PARKDALE,Street Robbery,1,2012,1
PARKHILL,Street Robbery,1,2012,0
PARKLAND,Street Robbery,1,2012,0
PENBROOKE MEADOWS,Street Robbery,1,2012,7
PINERIDGE,Street Robbery,1,2012,7
PUMP HILL,Street Robbery,1,2012,0
QUEENSLAND,Street Robbery,1,2012,1
RAMSAY,Street Robbery,1,2012,0
RANCHLANDS,Street Robbery,1,2012,4
RED CARPET,Street Robbery,1,2012,0
REDSTONE,Street Robbery,1,2012,0
RENFREW,Street Robbery,1,2012,0
RICHMOND,Street Robbery,1,2012,0
RIVERBEND,Street Robbery,1,2012,2
ROCKY RIDGE,Street Robbery,1,2012,0
ROSEMONT,Street Robbery,1,2012,0
ROSSCARROCK,Street Robbery,1,2012,1
ROXBORO,Street Robbery,1,2012,0
ROYAL OAK,Street Robbery,1,2012,0
ROYAL VISTA,Street Robbery,1,2012,0
RUNDLE,Street Robbery,1,2012,8
RUTLAND PARK,Street Robbery,1,2012,1
SADDLE RIDGE,Street Robbery,1,2012,0
SADDLE RIDGE INDUSTRIAL,Street Robbery,1,2012,4
SAGE HILL,Street Robbery,1,2012,0
SANDSTONE VALLEY,Street Robbery,1,2012,2
SCARBORO,Street Robbery,1,2012,0
SCENIC ACRES,Street Robbery,1,2012,0
SHAGANAPPI,Street Robbery,1,2012,0
SHAWNEE SLOPES,Street Robbery,1,2012,2
SHAWNESSY,Street Robbery,1,2012,7
SHEPARD INDUSTRIAL,Street Robbery,1,2012,0
SIGNAL HILL,Street Robbery,1,2012,1
SILVER SPRINGS,Street Robbery,1,2012,0
SKYVIEW RANCH,Street Robbery,1,2012,0
SOMERSET,Street Robbery,1,2012,2
SOUTH AIRWAYS,Street Robbery,1,2012,0
SOUTH CALGARY,Street Robbery,1,2012,0
SOUTHVIEW,Street Robbery,1,2012,3
SOUTHWOOD,Street Robbery,1,2012,10
SPRINGBANK HILL,Street Robbery,1,2012,0
SPRUCE CLIFF,Street Robbery,1,2012,1
ST. ANDREWS HEIGHTS,Street Robbery,1,2012,0
STONEY 2,Street Robbery,1,2012,0
STONEY 3,Street Robbery,1,2012,0
STRATHCONA PARK,Street Robbery,1,2012,0
SUNALTA,Street Robbery,1,2012,4
SUNDANCE,Street Robbery,1,2012,2
SUNNYSIDE,Street Robbery,1,2012,0
SUNRIDGE,Street Robbery,1,2012,8
TARADALE,Street Robbery,1,2012,3
TEMPLE,Street Robbery,1,2012,6
THORNCLIFFE,Street Robbery,1,2012,5
TUSCANY,Street Robbery,1,2012,1
TUXEDO PARK,Street Robbery,1,2012,2
UNIVERSITY HEIGHTS,Street Robbery,1,2012,0
UNIVERSITY OF CALGARY,Street Robbery,1,2012,1
UPPER MOUNT ROYAL,Street Robbery,1,2012,1
VALLEY RIDGE,Street Robbery,1,2012,0
VALLEYFIELD,Street Robbery,1,2012,0
VARSITY,Street Robbery,1,2012,1
VISTA HEIGHTS,Street Robbery,1,2012,0
WALDEN,Street Robbery,1,2012,0
WEST HILLHURST,Street Robbery,1,2012,0
WEST SPRINGS,Street Robbery,1,2012,0
WESTGATE,Street Robbery,1,2012,0
WESTWINDS,Street Robbery,1,2012,4
WHITEHORN,Street Robbery,1,2012,10
WILDWOOD,Street Robbery,1,2012,0
WILLOW PARK,Street Robbery,1,2012,0
WINDSOR PARK,Street Robbery,1,2012,0
WINSTON HEIGHTS/MOUNTVIEW,Street Robbery,1,2012,0
WOODBINE,Street Robbery,1,2012,2
WOODLANDS,Street Robbery,1,2012,1
ABBEYDALE,Violence  'Other' (Non-domestic),1,2012,2
ACADIA,Violence  'Other' (Non-domestic),1,2012,13
ALBERT PARK/RADISSON HEIGHTS,Violence  'Other' (Non-domestic),1,2012,18
ALTADORE,Violence  'Other' (Non-domestic),1,2012,2
ALYTH/BONNYBROOK,Violence  'Other' (Non-domestic),1,2012,1
APPLEWOOD PARK,Violence  'Other' (Non-domestic),1,2012,7
ARBOUR LAKE,Violence  'Other' (Non-domestic),1,2012,11
ASPEN WOODS,Violence  'Other' (Non-domestic),1,2012,1
AUBURN BAY,Violence  'Other' (Non-domestic),1,2012,0
AURORA BUSINESS PARK,Violence  'Other' (Non-domestic),1,2012,0
BANFF TRAIL,Violence  'Other' (Non-domestic),1,2012,5
BANKVIEW,Violence  'Other' (Non-domestic),1,2012,7
BAYVIEW,Violence  'Other' (Non-domestic),1,2012,1
BEDDINGTON HEIGHTS,Violence  'Other' (Non-domestic),1,2012,11
BEL-AIRE,Violence  'Other' (Non-domestic),1,2012,0
BELTLINE,Violence  'Other' (Non-domestic),1,2012,39
BONAVISTA DOWNS,Violence  'Other' (Non-domestic),1,2012,2
BOWNESS,Violence  'Other' (Non-domestic),1,2012,26
BRAESIDE,Violence  'Other' (Non-domestic),1,2012,5
BRENTWOOD,Violence  'Other' (Non-domestic),1,2012,4
BRIDGELAND/RIVERSIDE,Violence  'Other' (Non-domestic),1,2012,8
BRIDLEWOOD,Violence  'Other' (Non-domestic),1,2012,3
BRITANNIA,Violence  'Other' (Non-domestic),1,2012,1
BURNS INDUSTRIAL,Violence  'Other' (Non-domestic),1,2012,1
CALGARY INTERNATIONAL AIRPORT,Violence  'Other' (Non-domestic),1,2012,1
CAMBRIAN HEIGHTS,Violence  'Other' (Non-domestic),1,2012,1
CANADA OLYMPIC PARK,Violence  'Other' (Non-domestic),1,2012,0
CANYON MEADOWS,Violence  'Other' (Non-domestic),1,2012,8
CAPITOL HILL,Violence  'Other' (Non-domestic),1,2012,8
CASTLERIDGE,Violence  'Other' (Non-domestic),1,2012,9
CEDARBRAE,Violence  'Other' (Non-domestic),1,2012,4
CFB - CURRIE,Violence  'Other' (Non-domestic),1,2012,0
CFB - LINCOLN PARK PMQ,Violence  'Other' (Non-domestic),1,2012,0
CHAPARRAL,Violence  'Other' (Non-domestic),1,2012,3
CHARLESWOOD,Violence  'Other' (Non-domestic),1,2012,1
CHINATOWN,Violence  'Other' (Non-domestic),1,2012,4
CHINOOK PARK,Violence  'Other' (Non-domestic),1,2012,0
CHRISTIE PARK,Violence  'Other' (Non-domestic),1,2012,0
CITADEL,Violence  'Other' (Non-domestic),1,2012,1
CITYSCAPE,Violence  'Other' (Non-domestic),1,2012,0
CLIFF BUNGALOW,Violence  'Other' (Non-domestic),1,2012,4
COACH HILL,Violence  'Other' (Non-domestic),1,2012,0
COLLINGWOOD,Violence  'Other' (Non-domestic),1,2012,2
COPPERFIELD,Violence  'Other' (Non-domestic),1,2012,3
CORAL SPRINGS,Violence  'Other' (Non-domestic),1,2012,2
COUGAR RIDGE,Violence  'Other' (Non-domestic),1,2012,3
COUNTRY HILLS,Violence  'Other' (Non-domestic),1,2012,0
COUNTRY HILLS VILLAGE,Violence  'Other' (Non-domestic),1,2012,2
COVENTRY HILLS,Violence  'Other' (Non-domestic),1,2012,3
CRANSTON,Violence  'Other' (Non-domestic),1,2012,2
CRESCENT HEIGHTS,Violence  'Other' (Non-domestic),1,2012,6
CRESTMONT,Violence  'Other' (Non-domestic),1,2012,0
DALHOUSIE,Violence  'Other' (Non-domestic),1,2012,1
DEER RIDGE,Violence  'Other' (Non-domestic),1,2012,5
DEER RUN,Violence  'Other' (Non-domestic),1,2012,2
DEERFOOT BUSINESS CENTRE,Violence  'Other' (Non-domestic),1,2012,0
DIAMOND COVE,Violence  'Other' (Non-domestic),1,2012,1
DISCOVERY RIDGE,Violence  'Other' (Non-domestic),1,2012,0
DOUGLASDALE/GLEN,Violence  'Other' (Non-domestic),1,2012,4
DOVER,Violence  'Other' (Non-domestic),1,2012,15
DOWNTOWN COMMERCIAL CORE,Violence  'Other' (Non-domestic),1,2012,35
DOWNTOWN EAST VILLAGE,Violence  'Other' (Non-domestic),1,2012,5
DOWNTOWN WEST END,Violence  'Other' (Non-domestic),1,2012,3
EAGLE RIDGE,Violence  'Other' (Non-domestic),1,2012,1
EAST FAIRVIEW INDUSTRIAL,Violence  'Other' (Non-domestic),1,2012,0
EAST SHEPARD INDUSTRIAL,Violence  'Other' (Non-domestic),1,2012,2
EASTFIELD,Violence  'Other' (Non-domestic),1,2012,2
EAU CLAIRE,Violence  'Other' (Non-domestic),1,2012,3
EDGEMONT,Violence  'Other' (Non-domestic),1,2012,5
ELBOW PARK,Violence  'Other' (Non-domestic),1,2012,3
ELBOYA,Violence  'Other' (Non-domestic),1,2012,1
ERIN WOODS,Violence  'Other' (Non-domestic),1,2012,11
ERLTON,Violence  'Other' (Non-domestic),1,2012,1
EVANSTON,Violence  'Other' (Non-domestic),1,2012,2
EVERGREEN,Violence  'Other' (Non-domestic),1,2012,4
FAIRVIEW,Violence  'Other' (Non-domestic),1,2012,1
FAIRVIEW INDUSTRIAL,Violence  'Other' (Non-domestic),1,2012,2
FALCONRIDGE,Violence  'Other' (Non-domestic),1,2012,12
FISH CREEK PARK,Violence  'Other' (Non-domestic),1,2012,0
FOOTHILLS,Violence  'Other' (Non-domestic),1,2012,4
FOREST HEIGHTS,Violence  'Other' (Non-domestic),1,2012,10
FOREST LAWN,Violence  'Other' (Non-domestic),1,2012,24
FOREST LAWN INDUSTRIAL,Violence  'Other' (Non-domestic),1,2012,4
FRANKLIN,Violence  'Other' (Non-domestic),1,2012,4
GLAMORGAN,Violence  'Other' (Non-domestic),1,2012,3
GLENBROOK,Violence  'Other' (Non-domestic),1,2012,2
GLENDALE,Violence  'Other' (Non-domestic),1,2012,2
GLENDEER BUSINESS PARK,Violence  'Other' (Non-domestic),1,2012,0
GOLDEN TRIANGLE,Violence  'Other' (Non-domestic),1,2012,0
GREAT PLAINS,Violence  'Other' (Non-domestic),1,2012,0
GREENVIEW,Violence  'Other' (Non-domestic),1,2012,0
GREENVIEW INDUSTRIAL PARK,Violence  'Other' (Non-domestic),1,2012,2
GREENWOOD/GREENBRIAR,Violence  'Other' (Non-domestic),1,2012,2
HAMPTONS,Violence  'Other' (Non-domestic),1,2012,1
HARVEST HILLS,Violence  'Other' (Non-domestic),1,2012,5
HAWKWOOD,Violence  'Other' (Non-domestic),1,2012,3
HAYSBORO,Violence  'Other' (Non-domestic),1,2012,7
HIDDEN VALLEY,Violence  'Other' (Non-domestic),1,2012,4
HIGHFIELD,Violence  'Other' (Non-domestic),1,2012,1
HIGHLAND PARK,Violence  'Other' (Non-domestic),1,2012,8
HIGHWOOD,Violence  'Other' (Non-domestic),1,2012,0
HILLHURST,Violence  'Other' (Non-domestic),1,2012,7
HORIZON,Violence  'Other' (Non-domestic),1,2012,5
HOUNSFIELD HEIGHTS/BRIAR HILL,Violence  'Other' (Non-domestic),1,2012,4
HUNTINGTON HILLS,Violence  'Other' (Non-domestic),1,2012,6
INGLEWOOD,Violence  'Other' (Non-domestic),1,2012,3
KELVIN GROVE,Violence  'Other' (Non-domestic),1,2012,2
KILLARNEY/GLENGARRY,Violence  'Other' (Non-domestic),1,2012,5
KINCORA,Violence  'Other' (Non-domestic),1,2012,0
KINGSLAND,Violence  'Other' (Non-domestic),1,2012,3
LAKE BONAVISTA,Violence  'Other' (Non-domestic),1,2012,4
LAKEVIEW,Violence  'Other' (Non-domestic),1,2012,2
LEGACY,Violence  'Other' (Non-domestic),1,2012,0
LINCOLN PARK,Violence  'Other' (Non-domestic),1,2012,3
LIVINGSTON,Violence  'Other' (Non-domestic),1,2012,0
LOWER MOUNT ROYAL,Violence  'Other' (Non-domestic),1,2012,6
MACEWAN GLEN,Violence  'Other' (Non-domestic),1,2012,0
MAHOGANY,Violence  'Other' (Non-domestic),1,2012,0
MANCHESTER,Violence  'Other' (Non-domestic),1,2012,1
MANCHESTER INDUSTRIAL,Violence  'Other' (Non-domestic),1,2012,7
MAPLE RIDGE,Violence  'Other' (Non-domestic),1,2012,1
MARLBOROUGH,Violence  'Other' (Non-domestic),1,2012,14
MARLBOROUGH PARK,Violence  'Other' (Non-domestic),1,2012,14
MARTINDALE,Violence  'Other' (Non-domestic),1,2012,14
MAYFAIR,Violence  'Other' (Non-domestic),1,2012,0
MAYLAND,Violence  'Other' (Non-domestic),1,2012,1
MAYLAND HEIGHTS,Violence  'Other' (Non-domestic),1,2012,4
MCCALL,Violence  'Other' (Non-domestic),1,2012,1
MCKENZIE LAKE,Violence  'Other' (Non-domestic),1,2012,4
MCKENZIE TOWNE,Violence  'Other' (Non-domestic),1,2012,9
MEADOWLARK PARK,Violence  'Other' (Non-domestic),1,2012,2
MERIDIAN,Violence  'Other' (Non-domestic),1,2012,2
MIDNAPORE,Violence  'Other' (Non-domestic),1,2012,12
MILLRISE,Violence  'Other' (Non-domestic),1,2012,3
MISSION,Violence  'Other' (Non-domestic),1,2012,3
MONTEREY PARK,Violence  'Other' (Non-domestic),1,2012,5
MONTGOMERY,Violence  'Other' (Non-domestic),1,2012,8
MOUNT PLEASANT,Violence  'Other' (Non-domestic),1,2012,1
NEW BRIGHTON,Violence  'Other' (Non-domestic),1,2012,1
NOLAN HILL,Violence  'Other' (Non-domestic),1,2012,1
NORTH AIRWAYS,Violence  'Other' (Non-domestic),1,2012,2
NORTH GLENMORE PARK,Violence  'Other' (Non-domestic),1,2012,1
NORTH HAVEN,Violence  'Other' (Non-domestic),1,2012,0
NORTH HAVEN UPPER,Violence  'Other' (Non-domestic),1,2012,0
NOSE HILL PARK,Violence  'Other' (Non-domestic),1,2012,0
OAKRIDGE,Violence  'Other' (Non-domestic),1,2012,3
OGDEN,Violence  'Other' (Non-domestic),1,2012,11
OGDEN SHOPS,Violence  'Other' (Non-domestic),1,2012,1
PALLISER,Violence  'Other' (Non-domestic),1,2012,0
PANORAMA HILLS,Violence  'Other' (Non-domestic),1,2012,6
PARKDALE,Violence  'Other' (Non-domestic),1,2012,1
PARKHILL,Violence  'Other' (Non-domestic),1,2012,4
PARKLAND,Violence  'Other' (Non-domestic),1,2012,0
PATTERSON,Violence  'Other' (Non-domestic),1,2012,1
PEGASUS,Violence  'Other' (Non-domestic),1,2012,0
PENBROOKE MEADOWS,Violence  'Other' (Non-domestic),1,2012,12
PINERIDGE,Violence  'Other' (Non-domestic),1,2012,19
POINT MCKAY,Violence  'Other' (Non-domestic),1,2012,1
PUMP HILL,Violence  'Other' (Non-domestic),1,2012,1
QUEENS PARK VILLAGE,Violence  'Other' (Non-domestic),1,2012,1
QUEENSLAND,Violence  'Other' (Non-domestic),1,2012,1
RAMSAY,Violence  'Other' (Non-domestic),1,2012,2
RANCHLANDS,Violence  'Other' (Non-domestic),1,2012,2
RED CARPET,Violence  'Other' (Non-domestic),1,2012,2
REDSTONE,Violence  'Other' (Non-domestic),1,2012,0
RENFREW,Violence  'Other' (Non-domestic),1,2012,3
RICHMOND,Violence  'Other' (Non-domestic),1,2012,3
RIDEAU PARK,Violence  'Other' (Non-domestic),1,2012,1
RIVERBEND,Violence  'Other' (Non-domestic),1,2012,9
ROCKY RIDGE,Violence  'Other' (Non-domestic),1,2012,1
ROSEDALE,Violence  'Other' (Non-domestic),1,2012,0
ROSEMONT,Violence  'Other' (Non-domestic),1,2012,0
ROSSCARROCK,Violence  'Other' (Non-domestic),1,2012,5
ROXBORO,Violence  'Other' (Non-domestic),1,2012,0
ROYAL OAK,Violence  'Other' (Non-domestic),1,2012,4
ROYAL VISTA,Violence  'Other' (Non-domestic),1,2012,0
RUNDLE,Violence  'Other' (Non-domestic),1,2012,11
RUTLAND PARK,Violence  'Other' (Non-domestic),1,2012,0
SADDLE RIDGE,Violence  'Other' (Non-domestic),1,2012,6
SADDLE RIDGE INDUSTRIAL,Violence  'Other' (Non-domestic),1,2012,3
SAGE HILL,Violence  'Other' (Non-domestic),1,2012,2
SANDSTONE VALLEY,Violence  'Other' (Non-domestic),1,2012,0
SCARBORO,Violence  'Other' (Non-domestic),1,2012,0
SCARBORO/ SUNALTA WEST,Violence  'Other' (Non-domestic),1,2012,1
SCENIC ACRES,Violence  'Other' (Non-domestic),1,2012,3
SECTION 23,Violence  'Other' (Non-domestic),1,2012,0
SETON,Violence  'Other' (Non-domestic),1,2012,0
SHAGANAPPI,Violence  'Other' (Non-domestic),1,2012,0
SHAWNEE SLOPES,Violence  'Other' (Non-domestic),1,2012,0
SHAWNESSY,Violence  'Other' (Non-domestic),1,2012,9
SHEPARD INDUSTRIAL,Violence  'Other' (Non-domestic),1,2012,1
SHERWOOD,Violence  'Other' (Non-domestic),1,2012,0
SIGNAL HILL,Violence  'Other' (Non-domestic),1,2012,6
SILVER SPRINGS,Violence  'Other' (Non-domestic),1,2012,5
SILVERADO,Violence  'Other' (Non-domestic),1,2012,1
SKYLINE EAST,Violence  'Other' (Non-domestic),1,2012,1
SKYLINE WEST,Violence  'Other' (Non-domestic),1,2012,0
SKYVIEW RANCH,Violence  'Other' (Non-domestic),1,2012,3
SOMERSET,Violence  'Other' (Non-domestic),1,2012,2
SOUTH AIRWAYS,Violence  'Other' (Non-domestic),1,2012,0
SOUTH CALGARY,Violence  'Other' (Non-domestic),1,2012,3
SOUTH FOOTHILLS,Violence  'Other' (Non-domestic),1,2012,0
SOUTHVIEW,Violence  'Other' (Non-domestic),1,2012,3
SOUTHWOOD,Violence  'Other' (Non-domestic),1,2012,5
SPRINGBANK HILL,Violence  'Other' (Non-domestic),1,2012,1
SPRUCE CLIFF,Violence  'Other' (Non-domestic),1,2012,3
ST. ANDREWS HEIGHTS,Violence  'Other' (Non-domestic),1,2012,1
STARFIELD,Violence  'Other' (Non-domestic),1,2012,0
STONEY 1,Violence  'Other' (Non-domestic),1,2012,0
STONEY 2,Violence  'Other' (Non-domestic),1,2012,0
STONEY 3,Violence  'Other' (Non-domestic),1,2012,0
STRATHCONA PARK,Violence  'Other' (Non-domestic),1,2012,1
SUNALTA,Violence  'Other' (Non-domestic),1,2012,1
SUNDANCE,Violence  'Other' (Non-domestic),1,2012,2
SUNNYSIDE,Violence  'Other' (Non-domestic),1,2012,1
SUNRIDGE,Violence  'Other' (Non-domestic),1,2012,14
TARADALE,Violence  'Other' (Non-domestic),1,2012,9
TEMPLE,Violence  'Other' (Non-domestic),1,2012,10
THORNCLIFFE,Violence  'Other' (Non-domestic),1,2012,9
TUSCANY,Violence  'Other' (Non-domestic),1,2012,2
TUXEDO PARK,Violence  'Other' (Non-domestic),1,2012,2
UNIVERSITY HEIGHTS,Violence  'Other' (Non-domestic),1,2012,2
UNIVERSITY OF CALGARY,Violence  'Other' (Non-domestic),1,2012,6
UPPER MOUNT ROYAL,Violence  'Other' (Non-domestic),1,2012,0
VALLEY RIDGE,Violence  'Other' (Non-domestic),1,2012,2
VALLEYFIELD,Violence  'Other' (Non-domestic),1,2012,0
VARSITY,Violence  'Other' (Non-domestic),1,2012,8
VISTA HEIGHTS,Violence  'Other' (Non-domestic),1,2012,9
WALDEN,Violence  'Other' (Non-domestic),1,2012,1
WEST HILLHURST,Violence  'Other' (Non-domestic),1,2012,3
WEST SPRINGS,Violence  'Other' (Non-domestic),1,2012,0
WESTGATE,Violence  'Other' (Non-domestic),1,2012,1
WESTWINDS,Violence  'Other' (Non-domestic),1,2012,5
WHITEHORN,Violence  'Other' (Non-domestic),1,2012,10
WILDWOOD,Violence  'Other' (Non-domestic),1,2012,0
WILLOW PARK,Violence  'Other' (Non-domestic),1,2012,7
WINDSOR PARK,Violence  'Other' (Non-domestic),1,2012,5
WINSTON HEIGHTS/MOUNTVIEW,Violence  'Other' (Non-domestic),1,2012,1
WOODBINE,Violence  'Other' (Non-domestic),1,2012,8
WOODLANDS,Violence  'Other' (Non-domestic),1,2012,8
ABBEYDALE,Residential Break & Enter,1,2012,21
ACADIA,Residential Break & Enter,1,2012,38
ALBERT PARK/RADISSON HEIGHTS,Residential Break & Enter,1,2012,40
ALTADORE,Residential Break & Enter,1,2012,59
ALYTH/BONNYBROOK,Residential Break & Enter,1,2012,3
APPLEWOOD PARK,Residential Break & Enter,1,2012,24
ARBOUR LAKE,Residential Break & Enter,1,2012,18
ASPEN WOODS,Residential Break & Enter,1,2012,5
AUBURN BAY,Residential Break & Enter,1,2012,4
BANFF TRAIL,Residential Break & Enter,1,2012,20
BANKVIEW,Residential Break & Enter,1,2012,23
BAYVIEW,Residential Break & Enter,1,2012,0
BEDDINGTON HEIGHTS,Residential Break & Enter,1,2012,34
BEL-AIRE,Residential Break & Enter,1,2012,0
BELTLINE,Residential Break & Enter,1,2012,30
BONAVISTA DOWNS,Residential Break & Enter,1,2012,11
BOWNESS,Residential Break & Enter,1,2012,24
BRAESIDE,Residential Break & Enter,1,2012,8
BRENTWOOD,Residential Break & Enter,1,2012,11
BRIDGELAND/RIVERSIDE,Residential Break & Enter,1,2012,23
BRIDLEWOOD,Residential Break & Enter,1,2012,11
BRITANNIA,Residential Break & Enter,1,2012,6
BURNS INDUSTRIAL,Residential Break & Enter,1,2012,1
CALGARY INTERNATIONAL AIRPORT,Residential Break & Enter,1,2012,1
CAMBRIAN HEIGHTS,Residential Break & Enter,1,2012,5
CANADA OLYMPIC PARK,Residential Break & Enter,1,2012,0
CANYON MEADOWS,Residential Break & Enter,1,2012,11
CAPITOL HILL,Residential Break & Enter,1,2012,24
CARRINGTON,Residential Break & Enter,1,2012,2
CASTLERIDGE,Residential Break & Enter,1,2012,50
CEDARBRAE,Residential Break & Enter,1,2012,10
CFB - CURRIE,Residential Break & Enter,1,2012,0
CFB - LINCOLN PARK PMQ,Residential Break & Enter,1,2012,1
CHAPARRAL,Residential Break & Enter,1,2012,11
CHARLESWOOD,Residential Break & Enter,1,2012,12
CHINATOWN,Residential Break & Enter,1,2012,0
CHINOOK PARK,Residential Break & Enter,1,2012,6
CHRISTIE PARK,Residential Break & Enter,1,2012,5
CITADEL,Residential Break & Enter,1,2012,11
CITYSCAPE,Residential Break & Enter,1,2012,0
CLIFF BUNGALOW,Residential Break & Enter,1,2012,13
COACH HILL,Residential Break & Enter,1,2012,3
COLLINGWOOD,Residential Break & Enter,1,2012,9
COPPERFIELD,Residential Break & Enter,1,2012,6
CORAL SPRINGS,Residential Break & Enter,1,2012,18
COUGAR RIDGE,Residential Break & Enter,1,2012,11
COUNTRY HILLS,Residential Break & Enter,1,2012,12
COUNTRY HILLS VILLAGE,Residential Break & Enter,1,2012,1
COVENTRY HILLS,Residential Break & Enter,1,2012,29
CRANSTON,Residential Break & Enter,1,2012,16
CRESCENT HEIGHTS,Residential Break & Enter,1,2012,56
CRESTMONT,Residential Break & Enter,1,2012,2
DALHOUSIE,Residential Break & Enter,1,2012,16
DEER RIDGE,Residential Break & Enter,1,2012,5
DEER RUN,Residential Break & Enter,1,2012,5
DEERFOOT BUSINESS CENTRE,Residential Break & Enter,1,2012,0
DIAMOND COVE,Residential Break & Enter,1,2012,13
DISCOVERY RIDGE,Residential Break & Enter,1,2012,11
DOUGLASDALE/GLEN,Residential Break & Enter,1,2012,28
DOVER,Residential Break & Enter,1,2012,58
DOWNTOWN COMMERCIAL CORE,Residential Break & Enter,1,2012,11
DOWNTOWN EAST VILLAGE,Residential Break & Enter,1,2012,2
DOWNTOWN WEST END,Residential Break & Enter,1,2012,1
EAGLE RIDGE,Residential Break & Enter,1,2012,1
EAST FAIRVIEW INDUSTRIAL,Residential Break & Enter,1,2012,1
EAST SHEPARD INDUSTRIAL,Residential Break & Enter,1,2012,2
EASTFIELD,Residential Break & Enter,1,2012,0
EAU CLAIRE,Residential Break & Enter,1,2012,2
EDGEMONT,Residential Break & Enter,1,2012,30
ELBOW PARK,Residential Break & Enter,1,2012,14
ELBOYA,Residential Break & Enter,1,2012,6
ERIN WOODS,Residential Break & Enter,1,2012,12
ERLTON,Residential Break & Enter,1,2012,5
EVANSTON,Residential Break & Enter,1,2012,10
EVERGREEN,Residential Break & Enter,1,2012,42
FAIRVIEW,Residential Break & Enter,1,2012,12
FAIRVIEW INDUSTRIAL,Residential Break & Enter,1,2012,0
FALCONRIDGE,Residential Break & Enter,1,2012,52
FISH CREEK PARK,Residential Break & Enter,1,2012,0
FOOTHILLS,Residential Break & Enter,1,2012,0
FOREST HEIGHTS,Residential Break & Enter,1,2012,22
FOREST LAWN,Residential Break & Enter,1,2012,46
FOREST LAWN INDUSTRIAL,Residential Break & Enter,1,2012,0
FRANKLIN,Residential Break & Enter,1,2012,2
GLAMORGAN,Residential Break & Enter,1,2012,19
GLENBROOK,Residential Break & Enter,1,2012,8
GLENDALE,Residential Break & Enter,1,2012,4
GLENMORE PARK,Residential Break & Enter,1,2012,0
GOLDEN TRIANGLE,Residential Break & Enter,1,2012,0
GREAT PLAINS,Residential Break & Enter,1,2012,1
GREENVIEW,Residential Break & Enter,1,2012,6
GREENVIEW INDUSTRIAL PARK,Residential Break & Enter,1,2012,1
GREENWOOD/GREENBRIAR,Residential Break & Enter,1,2012,0
HAMPTONS,Residential Break & Enter,1,2012,14
HARVEST HILLS,Residential Break & Enter,1,2012,13
HAWKWOOD,Residential Break & Enter,1,2012,22
HAYSBORO,Residential Break & Enter,1,2012,29
HIDDEN VALLEY,Residential Break & Enter,1,2012,29
HIGHFIELD,Residential Break & Enter,1,2012,1
HIGHLAND PARK,Residential Break & Enter,1,2012,22
HIGHWOOD,Residential Break & Enter,1,2012,12
HILLHURST,Residential Break & Enter,1,2012,33
HORIZON,Residential Break & Enter,1,2012,0
HOUNSFIELD HEIGHTS/BRIAR HILL,Residential Break & Enter,1,2012,13
HUNTINGTON HILLS,Residential Break & Enter,1,2012,44
INGLEWOOD,Residential Break & Enter,1,2012,17
KELVIN GROVE,Residential Break & Enter,1,2012,0
KILLARNEY/GLENGARRY,Residential Break & Enter,1,2012,29
KINCORA,Residential Break & Enter,1,2012,7
KINGSLAND,Residential Break & Enter,1,2012,14
LAKE BONAVISTA,Residential Break & Enter,1,2012,56
LAKEVIEW,Residential Break & Enter,1,2012,13
